timestamp,frame_id,yaw,pitch,roll,ear,wrist_velocity,label
1779193475.6394,934,-2.54,39.68,-12.72,0.3511,0.003783,1
1779193475.7185,935,-2.6,37.88,-13.03,0.3839,0.003841,1
1779193475.7955,936,-1.49,37.93,-11.33,0.3815,0.004084,1
1779193475.8737,937,-0.72,39.76,-10.09,0.3727,0.003264,1
1779193475.9445,938,2.33,39.01,-5.79,0.4011,0.00378,1
1779193476.0162,939,1.24,36.37,-4.82,0.4014,0.00411,1
1779193476.0841,940,1.04,33.77,-4.9,0.4043,0.004638,1
1779193476.146,941,0.34,31.87,-5.16,0.3889,0.004435,1
1779193476.2151,942,0.87,29.55,-6.52,0.4096,0.005449,1
1779193476.2857,943,1.4,28.42,-6.89,0.42,0.004621,1
1779193476.3669,944,1.83,26.65,-5.88,0.4402,0.004493,1
1779193476.4465,945,1.6,25.52,-6.01,0.4454,0.003866,1
1779193476.5273,946,2.27,21.59,-4.89,0.4207,0.003151,1
1779193476.6083,947,2.7,15.13,-3.59,0.4016,0.002014,1
1779193476.6781,948,2.03,-9.39,-3.89,0.3483,0.002658,1
1779193476.7457,949,2.98,-21.47,-6.03,0.3801,0.003034,1
1779193476.8199,950,3.18,-32.8,-6.89,0.4146,0.003144,1
1779193476.9067,951,-153.23,-51.45,-36.63,0.3976,0.003694,1
1779193476.9833,952,-147.06,-56.16,-43.08,0.4358,0.004273,1
1779193477.0529,953,-143.76,-59.1,-45.5,0.4361,0.003843,1
1779193477.1167,954,-142.07,-58.97,-44.02,0.4767,0.004217,1
1779193477.1842,955,-141.66,-56.74,-49.26,0.494,0.004447,1
1779193477.2583,956,-140.28,-55.79,-48.21,0.4802,0.004257,1
1779193477.3332,957,-137.85,-52.93,-53.23,0.4264,0.003882,1
1779193477.4111,958,-139.78,-51.87,-54.96,0.4103,0.003671,1
1779193477.5181,959,-138.71,-56.05,-58.93,0.425,0.003331,1
1779193477.6215,960,-140.91,-60.08,-53.25,0.4701,0.003813,1
1779193477.6931,961,-139.53,-58.9,-48.09,0.4797,0.004259,1
1779193477.7764,962,-138.93,-56.34,-50.58,0.4389,0.004612,1
1779193477.8981,963,-138.19,-55.74,-50.3,0.4669,0.006359,1
1779193477.9772,964,-137.27,-51.89,-54.49,0.4453,0.006016,1
1779193478.0493,965,-136.6,-51.84,-56.13,0.3993,0.005323,1
1779193478.1167,966,-138.1,-53.2,-57.42,0.4068,0.004387,1
1779193478.1817,967,-138.72,-54.44,-51.11,0.4608,0.005129,1
1779193478.2658,968,-138.16,-53.86,-49.07,0.456,0.004182,1
1779193478.3356,969,-137.66,-54.16,-51.76,0.4817,0.004268,1
1779193478.4164,970,-141.29,-52.79,-49.5,0.4126,0.004103,1
1779193478.4688,971,-141.55,-50.37,-50.17,0.4244,0.00498,1
1779193478.523,972,-141.39,-49.97,-52.64,0.4118,0.005532,1
1779193478.5815,973,-142.53,-49.72,-53.33,0.401,0.004826,1
1779193478.6583,974,-142.69,-51.49,-48.45,0.4559,0.005383,1
1779193478.7317,975,-140.37,-52.13,-48.74,0.4507,0.007924,1
1779193478.8061,976,-139.77,-48.75,-47.2,0.4408,0.0127,1
1779193478.8883,977,-140.07,-49.9,-47.99,0.4305,0.012107,1
1779193478.9666,978,-139.68,-50.41,-49.13,0.4243,0.01248,1
1779193479.0394,979,-140.87,-50.8,-49.75,0.442,0.011225,1
1779193479.1122,980,-138.99,-51.68,-49.27,0.4236,0.008701,1
1779193479.1829,981,-140.18,-52.34,-50.05,0.4611,0.003261,1
1779193479.266,982,13.42,-43.23,-14.98,0.4666,0.002914,1
1779193479.3432,983,-139.53,-51.49,-49.93,0.4545,0.003415,1
1779193479.4299,984,-139.98,-53.16,-52.67,0.4019,0.005725,1
1779193479.5265,985,-137.39,-53.1,-58.68,0.3762,0.010155,1
1779193479.6144,986,0.0,0.0,0.0,0.0,0.01031,1
1779193479.693,987,0.0,0.0,0.0,0.0,0.010492,1
1779193479.7795,988,0.0,0.0,0.0,0.0,0.010241,1
1779193479.8695,989,0.0,0.0,0.0,0.0,0.01006,1
1779193479.9556,990,0.0,0.0,0.0,0.0,0.006358,1
1779193480.0582,991,0.0,0.0,0.0,0.0,0.006893,1
1779193480.1201,992,0.0,0.0,0.0,0.0,0.006775,1
1779193480.1818,993,0.0,0.0,0.0,0.0,0.006196,1
1779193480.2511,994,0.0,0.0,0.0,0.0,0.00483,1
1779193480.3136,995,0.0,0.0,0.0,0.0,0.00422,1
1779193480.3686,996,0.0,0.0,0.0,0.0,0.00415,1
1779193480.437,997,0.0,0.0,0.0,0.0,0.003438,1
1779193480.5087,998,0.0,0.0,0.0,0.0,0.003731,1
1779193480.5965,999,0.0,0.0,0.0,0.0,0.003368,1
1779193480.6546,1000,0.0,0.0,0.0,0.0,0.00299,1
1779193480.7333,1001,0.75,-28.02,-9.26,0.3754,0.002113,1
1779193480.8194,1002,3.73,-25.13,-16.67,0.3439,0.002166,1
1779193480.9228,1003,4.27,-17.09,-20.85,0.2895,0.001666,1
1779193481.0018,1004,3.21,-17.83,-19.36,0.3361,0.001341,1
1779193481.0723,1005,1.64,-16.94,-18.79,0.3055,0.001334,1
1779193481.1428,1006,1.15,-14.97,-18.78,0.3302,0.001411,1
1779193481.2168,1007,0.98,-13.17,-18.51,0.3598,0.001558,1
1779193481.2977,1008,0.07,-11.05,-19.45,0.3219,0.001844,1
1779193481.3836,1009,1.14,-11.74,-21.21,0.2878,0.002406,1
1779193481.4703,1010,1.69,-11.95,-20.84,0.2324,0.002736,1
1779193481.5623,1011,2.58,-12.81,-19.2,0.2646,0.003038,1
1779193481.6497,1012,2.26,-10.79,-17.58,0.2524,0.003152,1
1779193481.7391,1013,1.79,-11.5,-15.64,0.2877,0.003556,1
1779193481.8261,1014,1.43,-8.49,-18.74,0.3004,0.003748,1
1779193481.8966,1015,1.65,-7.37,-20.45,0.3023,0.003339,1
1779193481.9769,1016,1.9,-5.68,-24.26,0.2987,0.003148,1
1779193482.0608,1017,1.88,-4.36,-25.8,0.2772,0.002906,1
1779193482.1288,1018,2.38,-4.34,-26.48,0.2629,0.002155,1
1779193482.2043,1019,1.22,-2.86,-22.72,0.2693,0.00151,1
1779193482.2788,1020,0.89,-3.93,-21.13,0.2863,0.001713,1
1779193482.3399,1021,0.79,-3.13,-21.78,0.2878,0.001585,1
1779193482.4188,1022,1.12,-2.61,-22.36,0.2906,0.001894,1
1779193482.5039,1023,1.49,-1.05,-23.39,0.2866,0.002014,1
1779193482.5925,1024,1.51,-0.86,-23.41,0.2806,0.002553,1
1779193482.6787,1025,1.03,0.21,-25.22,0.2685,0.002694,1
1779193482.7664,1026,1.87,0.66,-21.39,0.2341,0.003473,1
1779193482.8489,1027,1.06,2.48,-18.06,0.2816,0.003488,1
1779193482.9338,1028,1.21,3.04,-16.03,0.3447,0.003872,1
1779193483.0158,1029,1.6,4.56,-14.4,0.3884,0.004135,1
1779193483.0923,1030,1.55,5.1,-11.94,0.3597,0.005262,1
1779193483.1629,1031,1.42,5.89,-10.01,0.3915,0.006299,1
1779193483.2345,1032,1.28,7.39,-9.26,0.382,0.006432,1
1779193483.2903,1033,1.79,10.85,-7.64,0.3938,0.006437,1
1779193483.3516,1034,1.83,10.38,-7.81,0.3862,0.006328,1
1779193483.4796,1035,1.63,11.12,-7.08,0.4046,0.005615,1
1779193483.5692,1036,1.47,12.47,-5.74,0.3924,0.004084,1
1779193483.6446,1037,1.82,13.1,-5.28,0.397,0.003529,1
1779193483.7385,1038,1.97,14.29,-5.04,0.4062,0.003924,1
1779193483.8425,1039,1.56,14.8,-5.31,0.4137,0.003415,1
1779193483.9198,1040,1.78,15.4,-5.4,0.415,0.003893,1
1779193484.0016,1041,1.65,16.31,-4.7,0.4217,0.003976,1
1779193484.0825,1042,1.52,17.29,-4.36,0.4209,0.004205,1
1779193484.1578,1043,1.34,21.28,-4.05,0.4224,0.003494,1
1779193484.2307,1044,1.51,28.5,-4.46,0.3924,0.003474,1
1779193484.3066,1045,1.1,34.43,-5.58,0.4052,0.00302,1
1779193484.3886,1046,0.54,37.23,-6.73,0.4169,0.002833,1
1779193484.4655,1047,1.17,41.28,-6.8,0.4408,0.002979,1
1779193484.5423,1048,2.13,41.59,-6.1,0.4469,0.005332,1
1779193484.6244,1049,2.6,42.02,-4.98,0.455,0.007353,1
1779193484.7033,1050,3.53,42.78,-2.19,0.4605,0.007007,1
1779193484.7914,1051,166.75,41.49,-28.64,0.4954,0.008513,1
1779193484.8833,1052,167.2,42.16,-28.26,0.507,0.009477,1
1779193484.9871,1053,168.19,41.14,-27.1,0.4929,0.007835,1
1779193485.0513,1054,168.01,40.39,-26.58,0.4726,0.005855,1
1779193485.1229,1055,167.28,40.15,-28.47,0.4659,0.005601,1
1779193485.1923,1056,166.11,40.89,-29.04,0.4188,0.00435,1
1779193485.2679,1057,163.76,42.2,-29.22,0.4525,0.003485,1
1779193485.3346,1058,163.61,42.9,-27.08,0.496,0.003583,1
1779193485.4137,1059,162.93,42.07,-28.01,0.5088,0.004119,1
1779193485.4987,1060,0.05,46.08,-3.48,0.4081,0.00506,1
1779193485.583,1061,-0.88,46.49,-6.81,0.4549,0.005959,1
1779193485.6707,1062,-3.39,45.59,-11.58,0.475,0.006437,1
1779193485.7406,1063,-5.1,45.45,-13.6,0.478,0.005622,1
1779193485.8178,1064,-7.0,46.52,-12.14,0.4374,0.00509,1
1779193485.8902,1065,156.37,42.46,-35.81,0.4723,0.00491,1
1779193485.9644,1066,-4.61,46.56,-9.14,0.45,0.004276,1
1779193486.0299,1067,-5.43,46.35,-11.33,0.4886,0.00307,1
1779193486.0983,1068,-6.41,45.73,-12.57,0.494,0.003581,1
1779193486.1728,1069,-6.69,45.13,-13.22,0.4666,0.003217,1
1779193486.2515,1070,-6.6,44.76,-13.88,0.4569,0.002388,1
1779193486.3303,1071,-6.55,44.45,-14.18,0.4632,0.001684,1
1779193486.4249,1072,-6.54,44.9,-14.38,0.4579,0.002117,1
1779193486.5416,1073,-7.05,43.9,-15.02,0.4679,0.002754,1
1779193486.6306,1074,-7.6,42.91,-15.86,0.4487,0.003483,1
1779193486.7087,1075,-7.47,42.91,-15.74,0.454,0.003368,1
1779193486.7933,1076,-7.41,43.38,-15.67,0.4577,0.00316,1
1779193486.8855,1077,-7.5,43.88,-15.25,0.4786,0.00298,1
1779193486.9897,1078,-7.55,43.49,-15.04,0.4791,0.001778,1
1779193487.0682,1079,-7.8,42.71,-15.43,0.4681,0.001213,1
1779193487.1429,1080,-7.73,42.54,-15.49,0.4698,0.001647,1
1779193487.2017,1081,-7.46,42.81,-15.34,0.4704,0.002341,1
1779193487.2564,1082,-7.04,42.88,-14.84,0.4711,0.002288,1
1779193487.3176,1083,-6.72,42.75,-14.61,0.4763,0.002073,1
1779193487.3695,1084,-6.61,42.89,-14.68,0.475,0.002254,1
1779193487.4357,1085,-6.65,43.47,-14.93,0.4807,0.002108,1
1779193487.4967,1086,-6.6,43.79,-15.14,0.495,0.002556,1
1779193487.555,1087,-6.41,43.76,-14.9,0.4941,0.003523,1
1779193487.6118,1088,-6.23,43.78,-14.59,0.4981,0.00424,1
1779193487.6884,1089,-5.5,44.4,-13.07,0.5053,0.004377,1
1779193487.7758,1090,-5.8,44.75,-13.35,0.5124,0.004139,1
1779193487.8617,1091,-6.03,44.83,-13.57,0.5172,0.003749,1
1779193487.9501,1092,-6.27,44.72,-14.33,0.505,0.003286,1
1779193488.0255,1093,-6.36,44.34,-14.33,0.5008,0.003181,1
1779193488.0954,1094,-6.64,43.94,-14.84,0.4535,0.003359,1
1779193488.167,1095,-6.74,43.7,-14.96,0.4534,0.004378,1
1779193488.2503,1096,-6.51,43.47,-14.94,0.4421,0.004649,1
1779193488.3314,1097,-6.39,43.65,-14.38,0.452,0.004917,1
1779193488.4045,1098,-6.16,44.22,-13.78,0.4601,0.004753,1
1779193488.4861,1099,-6.6,44.25,-13.78,0.4606,0.004621,1
1779193488.5575,1100,-7.72,43.47,-15.26,0.4442,0.004303,1
1779193488.6225,1101,-6.98,43.75,-15.25,0.4429,0.004096,1
1779193488.6869,1102,-6.11,44.66,-14.1,0.4231,0.003281,1
1779193488.7653,1103,-6.18,45.13,-14.08,0.4291,0.00418,1
1779193488.8524,1104,-6.16,45.41,-14.66,0.4356,0.003869,1
1779193488.9339,1105,-6.22,45.78,-14.81,0.4469,0.003344,1
1779193489.011,1106,-6.51,45.69,-14.72,0.4526,0.002789,1
1779193489.0872,1107,-6.44,45.45,-14.02,0.4806,0.003924,1
1779193489.1606,1108,-5.95,44.69,-13.93,0.4926,0.004244,1
1779193489.2354,1109,-5.73,46.0,-15.2,0.459,0.005717,1
1779193489.3146,1110,-5.97,45.16,-15.91,0.4421,0.006392,1
1779193489.39,1111,-6.3,45.71,-15.81,0.4516,0.006789,1
1779193489.4733,1112,-6.54,45.09,-15.59,0.434,0.005865,1
1779193489.5575,1113,-6.66,44.95,-15.62,0.4392,0.006928,1
1779193489.6406,1114,-6.39,44.76,-15.33,0.4454,0.007244,1
1779193489.736,1115,-6.34,44.6,-15.62,0.4203,0.007957,1
1779193489.8288,1116,-5.47,45.2,-15.06,0.3943,0.00949,1
1779193489.9084,1117,-5.48,45.28,-15.28,0.3915,0.009132,1
1779193489.9868,1118,-5.36,45.48,-14.96,0.3351,0.006307,1
1779193490.0631,1119,-5.88,45.31,-15.72,0.3407,0.004684,1
1779193490.1349,1120,-5.85,46.07,-15.28,0.3799,0.003252,1
1779193490.2058,1121,-4.97,46.62,-14.5,0.4048,0.001533,1
1779193490.2962,1122,-4.87,46.78,-14.58,0.4086,0.002614,1
1779193490.3709,1123,-5.24,46.39,-14.6,0.4173,0.003332,1
1779193490.4357,1124,-4.89,47.46,-14.22,0.4146,0.00382,1
1779193490.5038,1125,-5.07,47.04,-14.36,0.4164,0.00458,1
1779193490.563,1126,-4.94,45.89,-14.46,0.4364,0.004353,1
1779193490.6333,1127,-5.98,45.71,-16.19,0.4469,0.003653,1
1779193490.7194,1128,-6.28,44.58,-16.11,0.4346,0.003308,1
1779193490.7905,1129,-6.89,44.09,-16.8,0.4371,0.002851,1
1779193490.8642,1130,-6.95,44.03,-16.64,0.4409,0.002661,1
1779193490.9449,1131,-6.55,43.87,-16.25,0.4515,0.003492,1
1779193491.0278,1132,-6.16,44.49,-16.11,0.4537,0.003369,1
1779193491.101,1133,-6.34,43.96,-16.27,0.4307,0.00359,1
1779193491.1718,1134,-6.76,44.19,-16.75,0.4489,0.003841,1
1779193491.2557,1135,156.27,39.24,-41.59,0.4638,0.004093,1
1779193491.3383,1136,-6.83,43.12,-16.68,0.4596,0.004141,1
1779193491.4198,1137,-6.69,43.29,-17.06,0.4512,0.006887,1
1779193491.5047,1138,-5.85,42.61,-16.23,0.3732,0.007086,1
1779193491.583,1139,-2.34,39.8,-14.69,0.3435,0.006566,1
1779193491.659,1140,0.65,31.94,-11.28,0.3155,0.006608,1
1779193491.7424,1141,2.83,21.23,-7.29,0.3254,0.005818,1
1779193491.8389,1142,4.23,14.97,-6.25,0.3645,0.003793,1
1779193491.9145,1143,4.42,9.64,-6.54,0.386,0.004262,1
1779193491.9734,1144,4.44,10.5,-6.16,0.39,0.00539,1
1779193492.0327,1145,4.53,12.09,-6.07,0.4024,0.00444,1
1779193492.0934,1146,4.61,13.85,-5.39,0.4114,0.004666,1
1779193492.1527,1147,4.21,21.52,-3.22,0.3914,0.003756,1
1779193492.2182,1148,4.39,26.87,-2.5,0.3265,0.002868,1
1779193492.2913,1149,1.88,36.04,-5.68,0.3262,0.002629,1
1779193492.3651,1150,2.93,42.97,-3.75,0.397,0.002954,1
1779193492.4486,1151,2.9,45.02,-2.46,0.4343,0.003006,1
1779193492.5307,1152,0.28,41.42,-5.63,0.4196,0.00323,1
1779193492.6237,1153,0.61,39.99,-7.31,0.3767,0.00381,1
1779193492.7106,1154,1.6,30.91,-6.57,0.3795,0.003044,1
1779193492.8063,1155,2.69,19.77,-3.77,0.3872,0.002813,1
1779193492.8938,1156,3.22,14.28,-3.87,0.3948,0.003009,1
1779193492.9543,1157,4.1,11.55,-3.7,0.3919,0.003125,1
1779193493.0421,1158,4.05,11.27,-4.01,0.3918,0.003418,1
1779193493.1207,1159,4.27,10.55,-3.8,0.3966,0.004087,1
1779193493.1896,1160,4.33,10.5,-3.89,0.4035,0.005631,1
1779193493.2692,1161,4.5,12.41,-3.16,0.4059,0.00549,1
1779193493.3504,1162,4.2,12.86,-3.3,0.4116,0.005393,1
1779193493.4326,1163,4.29,17.03,-2.86,0.424,0.004226,1
1779193493.5052,1164,4.25,19.91,-3.34,0.4195,0.003639,1
1779193493.5891,1165,4.38,21.2,-3.69,0.4119,0.002605,1
1779193493.676,1166,3.88,20.83,-3.64,0.412,0.002374,1
1779193493.7537,1167,4.32,21.07,-3.39,0.4081,0.002265,1
1779193493.8334,1168,4.59,19.3,-2.78,0.4176,0.003246,1
1779193493.9271,1169,4.71,16.37,-2.5,0.4066,0.003748,1
1779193494.0103,1170,4.39,9.07,-3.3,0.4083,0.003118,1
1779193494.0747,1171,3.39,0.94,-3.25,0.392,0.003346,1
1779193494.1441,1172,2.04,-14.9,0.09,0.3917,0.003384,1
1779193494.2186,1173,1.46,-24.01,2.38,0.3888,0.003421,1
1779193494.2947,1174,3.05,-29.3,2.52,0.4111,0.005156,1
1779193494.3764,1175,3.18,-31.57,1.49,0.4122,0.008663,1
1779193494.4555,1176,3.52,-33.03,1.74,0.4285,0.009048,1
1779193494.5327,1177,4.38,-32.41,1.1,0.4444,0.010081,1
1779193494.5954,1178,4.46,-32.53,0.58,0.4543,0.011724,1
1779193494.6738,1179,4.55,-32.47,0.94,0.4472,0.010104,1
1779193494.7446,1180,4.5,-31.5,1.23,0.4461,0.00971,1
1779193494.8339,1181,4.11,-30.27,0.97,0.4114,0.01181,1
1779193494.9101,1182,3.32,-29.47,1.98,0.3983,0.01119,1
1779193494.9788,1183,3.38,-28.29,2.79,0.388,0.008807,1
1779193495.0664,1184,3.11,-27.53,3.03,0.3925,0.008432,1
1779193495.1511,1185,3.01,-26.65,2.86,0.3967,0.005393,1
1779193495.2237,1186,3.39,-26.81,2.81,0.3951,0.002416,1
1779193495.3172,1187,3.73,-27.32,2.32,0.3937,0.001848,1
1779193495.3987,1188,3.42,-29.13,2.74,0.4038,0.002118,1
1779193495.4818,1189,3.6,-28.74,2.48,0.4094,0.002366,1
1779193495.56,1190,3.67,-28.6,2.37,0.4133,0.002496,1
1779193495.6154,1191,3.53,-28.68,2.53,0.4178,0.002613,1
1779193495.6894,1192,3.52,-27.06,2.52,0.4122,0.003134,1
1779193495.7762,1193,3.45,-21.2,2.49,0.3811,0.002997,1
1779193495.8671,1194,3.67,-17.83,2.53,0.3798,0.002602,1
1779193495.9474,1195,4.81,-7.07,-0.34,0.3668,0.00293,1
1779193496.0278,1196,6.03,8.77,-0.43,0.3822,0.002823,1
1779193496.1034,1197,6.57,26.56,1.04,0.3445,0.002668,1
1779193496.1713,1198,6.23,33.46,0.77,0.3798,0.002744,1
1779193496.2477,1199,4.83,35.96,0.21,0.4189,0.002345,1
1779193496.3265,1200,169.3,38.23,-25.12,0.4454,0.001963,1
1779193496.3948,1201,165.34,43.99,-27.22,0.423,0.001878,1
1779193496.4774,1202,5.91,51.22,2.15,0.3849,0.00138,1
1779193496.5609,1203,158.62,53.49,-33.4,0.388,0.001362,1
1779193496.652,1204,155.18,54.09,-35.83,0.4203,0.002006,1
1779193496.7218,1205,151.91,54.1,-38.89,0.4803,0.001921,1
1779193496.805,1206,149.39,53.32,-40.33,0.4694,0.001855,1
1779193496.8863,1207,147.61,53.94,-42.27,0.4713,0.002838,1
1779193496.9499,1208,0.0,0.0,0.0,0.0,0.003576,1
1779193497.0158,1209,0.0,0.0,0.0,0.0,0.002916,1
1779193497.075,1210,0.0,0.0,0.0,0.0,0.00314,1
1779193497.1313,1211,0.0,0.0,0.0,0.0,0.003327,1
1779193497.2009,1212,0.0,0.0,0.0,0.0,0.00273,1
1779193497.275,1213,0.0,0.0,0.0,0.0,0.001945,1
1779193497.3555,1214,0.0,0.0,0.0,0.0,0.002209,1
1779193497.4419,1215,0.0,0.0,0.0,0.0,0.002151,1
1779193497.5294,1216,0.0,0.0,0.0,0.0,0.002143,1
1779193497.6168,1217,0.0,0.0,0.0,0.0,0.001856,1
1779193497.6987,1218,0.0,0.0,0.0,0.0,0.00176,1
1779193497.7742,1219,0.0,0.0,0.0,0.0,0.002106,1
1779193497.8602,1220,0.0,0.0,0.0,0.0,0.002187,1
1779193497.9468,1221,0.0,0.0,0.0,0.0,0.00437,1
1779193498.03,1222,0.0,0.0,0.0,0.0,0.004465,1
1779193498.1014,1223,0.0,0.0,0.0,0.0,0.004596,1
1779193498.1668,1224,0.0,0.0,0.0,0.0,0.004995,1
1779193498.2339,1225,0.0,0.0,0.0,0.0,0.006134,1
1779193498.2968,1226,0.0,0.0,0.0,0.0,0.004233,1
1779193498.3713,1227,0.0,0.0,0.0,0.0,0.00455,1
1779193498.4901,1228,0.0,0.0,0.0,0.0,0.004742,1
1779193498.5522,1229,0.0,0.0,0.0,0.0,0.004191,1
1779193498.6236,1230,3.48,58.11,0.99,0.535,0.004,1
1779193498.7513,1231,152.82,54.93,-35.75,0.4746,0.004256,1
1779193498.8461,1232,149.85,54.13,-36.47,0.4644,0.005139,1
1779193498.9323,1233,146.77,52.92,-40.31,0.3973,0.005607,1
1779193499.0153,1234,0.0,0.0,0.0,0.0,0.005552,1
1779193499.0845,1235,0.0,0.0,0.0,0.0,0.005254,1
1779193499.156,1236,0.0,0.0,0.0,0.0,0.005186,1
1779193499.2279,1237,0.0,0.0,0.0,0.0,0.004668,1
1779193499.3071,1238,0.0,0.0,0.0,0.0,0.004843,1
1779193499.3841,1239,0.0,0.0,0.0,0.0,0.00488,1
1779193499.4559,1240,0.0,0.0,0.0,0.0,0.00417,1
1779193499.5394,1241,0.0,0.0,0.0,0.0,0.004464,1
1779193499.6097,1242,0.0,0.0,0.0,0.0,0.004236,1
1779193499.6702,1243,3.19,50.06,-0.74,0.3108,0.003427,1
1779193499.7329,1244,160.08,43.73,-29.42,0.3505,0.003138,1
1779193499.7898,1245,-1.92,40.1,-7.65,0.3636,0.002817,1
1779193499.8492,1246,-1.04,26.13,-6.97,0.3469,0.003122,1
1779193499.9065,1247,1.03,19.77,-5.61,0.3603,0.003063,1
1779193499.9639,1248,0.95,2.47,-3.55,0.3651,0.002703,1
1779193500.0258,1249,1.34,-11.24,-2.78,0.3632,0.002825,1
1779193500.0801,1250,2.13,-21.19,-2.21,0.3868,0.002961,1
1779193500.1336,1251,2.35,-24.82,-1.3,0.3836,0.002652,1
1779193500.2019,1252,1.7,-32.39,0.55,0.4392,0.002766,1
1779193500.2907,1253,-158.7,-47.79,-28.83,0.467,0.004073,1
1779193500.3586,1254,3.46,-35.74,-0.54,0.4622,0.004819,1
1779193500.4412,1255,-156.16,-48.53,-29.8,0.4806,0.00515,1
1779193500.519,1256,-155.02,-49.49,-30.83,0.496,0.00491,1
1779193500.5979,1257,-154.48,-52.6,-30.51,0.5026,0.00483,1
1779193500.6804,1258,-151.63,-54.79,-32.4,0.5151,0.003954,1
1779193500.7588,1259,-150.65,-56.99,-34.24,0.5148,0.003208,1
1779193500.8489,1260,-148.6,-59.05,-36.48,0.477,0.003907,1
1779193500.9315,1261,-149.14,-58.88,-35.2,0.5145,0.004366,1
1779193501.0017,1262,-148.5,-58.99,-34.98,0.5106,0.004441,1
1779193501.0663,1263,-147.67,-58.2,-35.71,0.5408,0.004778,1
1779193501.1394,1264,-145.78,-58.75,-37.72,0.5295,0.005662,1
1779193501.2086,1265,-144.8,-58.79,-38.75,0.5473,0.007766,1
1779193501.2879,1266,-144.26,-58.19,-39.42,0.5537,0.007667,1
1779193501.3809,1267,-143.76,-56.95,-40.21,0.5794,0.007147,1
1779193501.507,1268,-143.11,-56.77,-39.68,0.5624,0.006227,1
1779193501.5877,1269,-144.13,-57.29,-38.18,0.5626,0.005734,1
1779193501.6726,1270,-143.29,-57.85,-40.16,0.5431,0.003061,1
1779193501.7833,1271,-142.77,-57.54,-41.04,0.5227,0.002855,1
1779193501.852,1272,-142.98,-57.32,-40.74,0.5125,0.004028,1
1779193501.9281,1273,-142.61,-56.88,-41.4,0.5104,0.006088,1
1779193502.0169,1274,-142.69,-56.42,-41.54,0.5178,0.008527,1
1779193502.0895,1275,-142.88,-55.81,-41.26,0.5279,0.007867,1
1779193502.1614,1276,-143.22,-55.61,-41.49,0.5265,0.008727,1
1779193502.2354,1277,-143.95,-55.67,-40.63,0.5208,0.009416,1
1779193502.3163,1278,-144.13,-56.51,-39.89,0.5428,0.007561,1
1779193502.392,1279,-144.27,-56.74,-39.67,0.5437,0.005895,1
1779193502.4695,1280,-144.42,-56.61,-39.41,0.55,0.006725,1
1779193502.557,1281,-144.77,-56.8,-38.86,0.5415,0.005256,1
1779193502.638,1282,-145.02,-56.98,-38.4,0.5524,0.004139,1
1779193502.712,1283,-143.61,-57.87,-39.98,0.5501,0.004059,1
1779193502.8021,1284,-147.95,-54.18,-36.1,0.4503,0.004024,1
1779193502.8893,1285,-152.88,-48.67,-33.07,0.3878,0.004122,1
1779193502.9544,1286,4.18,-27.97,-1.29,0.3599,0.004406,1
1779193503.0229,1287,3.46,-20.19,-0.06,0.3434,0.003944,1
1779193503.0948,1288,5.6,1.23,-1.34,0.37,0.004161,1
1779193503.1674,1289,7.71,21.57,-0.65,0.3799,0.002974,1
1779193503.2428,1290,8.04,30.9,-1.4,0.3618,0.002196,1
1779193503.3182,1291,8.6,36.96,-0.95,0.3555,0.00193,1
1779193503.4001,1292,8.32,39.41,-1.16,0.4069,0.002102,1
1779193503.4889,1293,171.79,42.44,-25.39,0.4365,0.00322,1
1779193503.5753,1294,170.61,44.88,-24.18,0.4247,0.004001,1
1779193503.6657,1295,167.77,47.74,-25.86,0.4244,0.003763,1
1779193503.7483,1296,162.81,50.82,-30.7,0.3865,0.003816,1
1779193503.8299,1297,158.02,55.33,-34.12,0.4097,0.004014,1
1779193503.9138,1298,153.14,57.17,-37.87,0.5086,0.003458,1
1779193503.9944,1299,150.24,58.48,-39.49,0.505,0.002654,1
1779193504.0527,1300,146.24,59.62,-43.31,0.4904,0.003812,1
1779193504.1248,1301,145.64,58.64,-42.13,0.4883,0.004107,1
1779193504.201,1302,0.0,0.0,0.0,0.0,0.00389,1
1779193504.2798,1303,0.0,0.0,0.0,0.0,0.003373,1
1779193504.3618,1304,0.0,0.0,0.0,0.0,0.003348,1
1779193504.4356,1305,0.0,0.0,0.0,0.0,0.002392,1
1779193504.5058,1306,0.0,0.0,0.0,0.0,0.001789,1
1779193504.5867,1307,0.0,0.0,0.0,0.0,0.001508,1
1779193504.6742,1308,0.0,0.0,0.0,0.0,0.001676,1
1779193504.7587,1309,0.0,0.0,0.0,0.0,0.002986,1
1779193504.8329,1310,0.0,0.0,0.0,0.0,0.003229,1
1779193504.9824,1311,0.0,0.0,0.0,0.0,0.005195,1
1779193505.06,1312,0.0,0.0,0.0,0.0,0.006019,1
1779193505.1306,1313,154.99,60.5,-32.54,0.7662,0.005605,1
1779193505.2046,1314,154.98,58.66,-34.23,0.5577,0.004424,1
1779193505.2864,1315,154.59,55.92,-31.89,0.4833,0.003952,1
1779193505.3626,1316,152.77,55.55,-33.49,0.5044,0.002101,1
1779193505.4402,1317,150.8,53.8,-33.25,0.4797,0.00169,1
1779193505.5259,1318,150.48,53.46,-33.9,0.4927,0.001823,1
1779193505.6001,1319,149.05,53.2,-36.01,0.4601,0.002119,1
1779193505.676,1320,148.07,52.68,-37.67,0.4129,0.002575,1
1779193505.7508,1321,176.27,-34.94,9.86,0.4047,0.00305,1
